"Ngames","obsrate","MAE1","MAE2","MAE3","RMSE1","RMSE2","RMSE3","Acc1","Acc2","Acc3","AccOpen","AccClose"
110,0.15400243803332,2.59801160268791,2.46641756854893,2.4608660382467,3.48873202927171,3.32708828146724,3.31274953609979,0.545454545454545,0.381818181818182,0.381818181818182,0.281818181818182,0.327272727272727
144,0.17635107679805,2.24862167378524,2.17862976033567,2.18077937718354,2.94753185666879,2.97074914150492,2.95667531758546,0.625,0.652777777777778,0.680555555555556,0.229166666666667,0.263888888888889
108,0.205607476635514,2.50829622904408,2.37502407846903,2.35395161270701,2.9621385907838,2.82668919827204,2.81147182109122,0.425925925925926,0.481481481481481,0.462962962962963,0.212962962962963,0.240740740740741
130,0.227549776513612,2.74206667200223,2.66131150219611,2.63571504587965,3.46737004092202,3.33495831380398,3.3314513219532,0.553846153846154,0.569230769230769,0.569230769230769,0.253846153846154,0.292307692307692
112,0.253961804144657,2.40600377582197,2.25396690052093,2.26395623889578,2.8555074428047,2.72927538314204,2.70222190128307,0.625,0.553571428571429,0.535714285714286,0.276785714285714,0.321428571428571
134,0.276716781796018,2.25178727359116,2.27945669691029,2.28731009563873,2.88416445804448,2.97195132357605,2.98317157763199,0.507462686567164,0.477611940298507,0.522388059701492,0.223880597014925,0.291044776119403
112,0.303941487200325,2.69635416467014,2.6869616103999,2.71934604556338,3.66281308082913,3.69846308413757,3.71805969026857,0.571428571428571,0.607142857142857,0.410714285714286,0.214285714285714,0.267857142857143
140,0.326696464851686,2.19388918985852,2.12732553706533,2.11456139882447,2.74730078207173,2.69467040219431,2.68202032577886,0.557142857142857,0.4,0.6,0.307142857142857,0.321428571428571
108,0.355140186915888,2.33763664212769,2.253596518576,2.27089077917427,2.89423732873917,2.88790167301033,2.88191511530236,0.518518518518518,0.518518518518518,0.666666666666667,0.259259259259259,0.231481481481481
130,0.377082486793986,2.70876121887253,2.652750776166,2.63788521851457,3.49668828138773,3.44679906079516,3.42841426595752,0.569230769230769,0.538461538461538,0.538461538461538,0.238461538461538,0.276923076923077
110,0.40349451442503,2.4852267024498,2.4016894112924,2.39924247003157,3.1544214448658,3.08237663080065,3.06932264662642,0.545454545454545,0.545454545454545,0.545454545454545,0.254545454545455,0.263636363636364
140,0.42584315318976,2.25850073461435,2.24181661290025,2.26030436816061,3.03216902863663,3.01823166503773,3.02351541637337,0.542857142857143,0.528571428571429,0.542857142857143,0.271428571428571,0.292857142857143
112,0.454286875253962,2.75190852558103,2.83349732327153,2.81216421546878,3.40563146047381,3.49431730818977,3.4703772472176,0.553571428571429,0.535714285714286,0.571428571428571,0.223214285714286,0.285714285714286
142,0.477041852905323,2.66869054832765,2.63416947047212,2.62012665458026,3.6644035388463,3.67387565994548,3.64810579367918,0.563380281690141,0.549295774647887,0.577464788732394,0.253521126760563,0.28169014084507
112,0.505891913856156,2.6229101566513,2.50943452816103,2.47090721382907,3.28769039322255,3.23210992287643,3.19508420357634,0.428571428571429,0.428571428571429,0.571428571428571,0.205357142857143,0.214285714285714
120,0.528646891507517,2.26621147631437,2.20597558178873,2.22124066423671,2.88717675579373,2.82915008412637,2.8645308782566,0.616666666666667,0.65,0.6,0.258333333333333,0.291666666666667
110,0.553027224705404,2.40705154301798,2.32818352089512,2.30159675476677,2.87798433561988,2.78638697810008,2.77458710180818,0.472727272727273,0.454545454545455,0.454545454545455,0.263636363636364,0.3
128,0.575375863470134,2.20597318845948,2.17666943655069,2.16304928482994,2.77839571472419,2.73607672626997,2.70869544290829,0.5234375,0.5078125,0.5703125,0.2421875,0.2734375
138,0.601381552214547,2.47168758084479,2.42589753152539,2.40551677775133,3.06628724118998,2.98510967754763,2.97540332616209,0.463768115942029,0.449275362318841,0.492753623188406,0.22463768115942,0.239130434782609
106,0.629418935392117,2.51543586835606,2.45231647718084,2.43589717160486,3.33793204994809,3.33340559090248,3.3356233118798,0.509433962264151,0.547169811320755,0.547169811320755,0.216981132075472,0.216981132075472
132,0.650954896383584,2.30807805475292,2.23876539622929,2.20013414448138,2.87941262801497,2.84454256278032,2.8119911169992,0.545454545454545,0.515151515151515,0.606060606060606,0.227272727272727,0.28030303030303
110,0.67777326290126,2.46673043581324,2.45264692692643,2.43197657229031,3.13431334761187,3.19060144475162,3.19174405377989,0.527272727272727,0.509090909090909,0.545454545454545,0.218181818181818,0.254545454545455
142,0.700121901665989,2.58471644655103,2.50936634803906,2.52559530964802,3.31407505447942,3.33599634830839,3.37672391236431,0.577464788732394,0.549295774647887,0.605633802816901,0.26056338028169,0.274647887323944
112,0.728971962616822,2.76511916663559,2.73410603487228,2.76151763857153,3.32364958903891,3.35877949249026,3.40234674782363,0.517857142857143,0.535714285714286,0.517857142857143,0.25,0.3125
130,0.751726940268184,2.64085065579202,2.60093357424713,2.57720540151488,3.24919003255429,3.2844923903882,3.26222925103767,0.553846153846154,0.569230769230769,0.615384615384615,0.223076923076923,0.238461538461538
114,0.778138967899228,2.56243201535096,2.48713247345609,2.49473916482789,3.15161588910284,3.103459078826,3.1104470090561,0.508771929824561,0.473684210526316,0.543859649122807,0.271929824561404,0.289473684210526
130,0.801300284437221,2.52435520930836,2.54119378234459,2.52262095369655,3.24756999073629,3.28995099497767,3.27325210281846,0.515384615384615,0.530769230769231,0.546153846153846,0.238461538461538,0.261538461538462
134,0.827712312068265,2.30206038077926,2.28262548097292,2.29683142021981,3.06204234860187,3.06264735729124,3.0851740616973,0.604477611940298,0.58955223880597,0.559701492537313,0.246268656716418,0.261194029850746
120,0.854937017472572,2.66020943289834,2.59166239547897,2.54113981632286,3.31208810129601,3.30073340408124,3.26218139983529,0.45,0.383333333333333,0.483333333333333,0.233333333333333,0.241666666666667
112,0.879317350670459,2.64275961210476,2.60924446344663,2.60502550159513,3.2511006499467,3.19540578806597,3.20584563745212,0.589285714285714,0.589285714285714,0.571428571428571,0.241071428571429,0.285714285714286
132,0.90207232832182,2.18080498235502,2.10693313065686,2.08039174734405,2.65566754016066,2.58681033188722,2.59088500838096,0.590909090909091,0.621212121212121,0.5,0.265151515151515,0.325757575757576
108,0.928890694839496,2.82909277372816,2.76792152366783,2.75622032994975,3.69662671289516,3.67097787280451,3.66869575556821,0.574074074074074,0.574074074074074,0.592592592592593,0.268518518518519,0.287037037037037
142,0.950832994717595,2.37416185750598,2.3092415179309,2.28418931355776,2.99771078737729,2.94876191039341,2.93348589851794,0.556338028169014,0.570422535211268,0.612676056338028,0.288732394366197,0.330985915492958
100,0.979683055668428,2.23174148623922,2.25891553357258,2.26999685998973,2.67353452335566,2.67908098287019,2.66273764983677,0.48,0.5,0.48,0.23,0.29
